PrimaryKey,Index Value
10186.0,1213554
10187.0,1213671
10188.0,1213853
10189.0,1213968
10190.0,1214132
10191.0,1214233
10192.0,1214337
10193.0,1214472
10194.0,1214584
10195.0,1214686
10196.0,1214801
10197.0,1214931
10198.0,1215065
10199.0,1215204
10200.0,1215343
10201.0,1215445
10202.0,1215573
10203.0,1215691
10204.0,1215797
10205.0,1215919
10206.0,1216092
10207.0,1216200
10208.0,1216336
10209.0,1216454
10210.0,1216557
10211.0,1216679
10212.0,1216793
10213.0,1216912
10214.0,1217034
10215.0,1217169
10216.0,1217317
10217.0,1217440
10218.0,1217578
10219.0,1217706
10220.0,1217807
10221.0,1217927
10222.0,1218048
10223.0,1218160
10224.0,1218290
10225.0,1218403
10226.0,1218484
10227.0,1218591
10228.0,1218730
10229.0,1218902
10230.0,1219004
10231.0,1219141
10232.0,1219245
10233.0,1219362
10234.0,1219477
10235.0,1219618
10236.0,1219718
10237.0,1219824
10238.0,1219975
10239.0,1220114
10240.0,1220264
10241.0,1220392
10242.0,1220520
10243.0,1220644
10244.0,1220774
10245.0,1220899
10246.0,1221005
10247.0,1221159
10248.0,1221263
10249.0,1221383
10250.0,1221520
10251.0,1221632
10252.0,1221767
10253.0,1221913
10254.0,1222053
10255.0,1222168
10256.0,1222264
10257.0,1222390
10258.0,1222489
10259.0,1222616
10260.0,1222724
10261.0,1222835
10262.0,1222960
10263.0,1223083
10264.0,1223205
10265.0,1223319
10266.0,1223452
10267.0,1223635
10268.0,1223794
10269.0,1223908
10270.0,1224021
10271.0,1224137
10272.0,1224287
10273.0,1224419
10274.0,1224532
10275.0,1224637
10276.0,1224785
10277.0,1224888
10278.0,1225063
10279.0,1225203
10280.0,1225331
10281.0,1225442
10282.0,1225573
10283.0,1225697
10284.0,1225899
10285.0,1226041
10286.0,1226148
10287.0,1226251
10288.0,1226347
10289.0,1226444
10290.0,1226542
10291.0,1226642
10292.0,1226762
10293.0,1226903
10294.0,1227014
10295.0,1227164
10296.0,1227293
10297.0,1227440
10298.0,1227551
10299.0,1227689
10300.0,1227807
10301.0,1227938
10302.0,1228060
10303.0,1228174
10304.0,1228305
10305.0,1228431
10306.0,1228550
10307.0,1228685
10308.0,1228828
10309.0,1228988
10310.0,1229129
10311.0,1229233
10312.0,1229401
10313.0,1229539
10314.0,1229657
10315.0,1229753
10316.0,1229882
10317.0,1229969
10318.0,1230096
10319.0,1230252
10320.0,1230359
10321.0,1230459
10322.0,1230568
10323.0,1230730
10324.0,1230838
10325.0,1230932
10326.0,1231045
10327.0,1231174
10328.0,1231311
10329.0,1231445
10330.0,1231550
10331.0,1231699
10332.0,1231823
10333.0,1231944
10334.0,1232068
10335.0,1232200
10336.0,1232328
10337.0,1232517
10338.0,1232619
10339.0,1232755
10340.0,1232879
10341.0,1232997
10342.0,1233101
10343.0,1233227
10344.0,1233332
10345.0,1233458
10346.0,1233579
10347.0,1233673
10348.0,1233766
10349.0,1233893
10350.0,1234033
10351.0,1234135
10352.0,1234263
10353.0,1234389
10354.0,1234521
10355.0,1234625
10356.0,1234744
10357.0,1234872
10358.0,1235006
10359.0,1235131
10360.0,1235246
10361.0,1235380
10362.0,1235527
10363.0,1235648
10364.0,1235763
10365.0,1235867
10366.0,1235976
10367.0,1236118
10368.0,1236251
10369.0,1236372
10370.0,1236469
10371.0,1236596
10372.0,1236721
10373.0,1236846
10374.0,1236951
10375.0,1237069
10376.0,1237237
10377.0,1237355
10378.0,1237477
10379.0,1237601
10380.0,1237715
10381.0,1237824
10382.0,1237981
10383.0,1238076
10384.0,1238211
10385.0,1238351
10386.0,1238461
10387.0,1238584
10388.0,1238709
10389.0,1238808
10390.0,1238912
10391.0,1239016
10392.0,1239130
10393.0,1239236
10394.0,1239337
10395.0,1239473
10396.0,1239584
10397.0,1239689
10398.0,1239794
10399.0,1239897
10400.0,1240013
10401.0,1240110
10402.0,1240217
10403.0,1240335
10404.0,1240489
10405.0,1240603
10406.0,1240765
10407.0,1240890
10408.0,1241001
10409.0,1241099
10410.0,1241208
10411.0,1241420
10412.0,1241532
10413.0,1241654
10414.0,1241789
10415.0,1241897
10416.0,1242013
10417.0,1242141
10418.0,1242257
10419.0,1242393
10420.0,1242570
10421.0,1242717
10422.0,1242840
10423.0,1242960
10424.0,1243093
10425.0,1243269
10426.0,1243386
10427.0,1243510
10428.0,1243626
10429.0,1243777
10430.0,1243875
10431.0,1243999
10432.0,1244122
10433.0,1244287
10434.0,1244432
10435.0,1244548
10436.0,1244664
10437.0,1244791
10438.0,1244895
10439.0,1245002
10440.0,1245127
10441.0,1245238
10442.0,1245362
10443.0,1245489
10444.0,1245625
10445.0,1245794
10446.0,1245906
10447.0,1246025
10448.0,1246149
10449.0,1246265
10450.0,1246398
10451.0,1246549
10452.0,1246669
10453.0,1246792
10454.0,1246910
10455.0,1247011
10456.0,1247124
10457.0,1247239
10458.0,1247381
10459.0,1247500
10460.0,1247604
10461.0,1247726
10462.0,1247850
10463.0,1247991
10464.0,1248152
10465.0,1248316
10466.0,1248411
10467.0,1248526
10468.0,1248631
10469.0,1248766
10470.0,1248885
10471.0,1249037
10472.0,1249140
10473.0,1249253
10474.0,1249402
10475.0,1249509
10476.0,1249641
10477.0,1249753
10478.0,1249905
10479.0,1250016
10480.0,1250183
10481.0,1250338
10482.0,1250480
10483.0,1250606
10484.0,1250719
10485.0,1250832
10486.0,1250968
10487.0,1251117
10488.0,1251216
10489.0,1251326
10490.0,1251460
10491.0,1251577
10492.0,1251735
10493.0,1251859
10494.0,1251978
10495.0,1252095
10496.0,1252237
10497.0,1252385
10498.0,1252560
10499.0,1252701
10500.0,1252819
10501.0,1252930
10502.0,1253062
10503.0,1253178
10504.0,1253310
10505.0,1253410
10506.0,1253549
10507.0,1253691
10508.0,1253802
10509.0,1253931
10510.0,1254098
10511.0,1254193
10512.0,1254295
10513.0,1254441
10514.0,1254557
10515.0,1254683
10516.0,1254804
10517.0,1254930
10518.0,1255077
10519.0,1255188
10520.0,1255316
10521.0,1255417
10522.0,1255539
10523.0,1255652
10524.0,1255768
10525.0,1255882
10526.0,1255990
10527.0,1256099
10528.0,1256210
10529.0,1256344
10530.0,1256449
10531.0,1256547
10532.0,1256700
10533.0,1256819
10534.0,1256940
10535.0,1257065
10536.0,1257176
10537.0,1257309
10538.0,1257450
10539.0,1257581
10540.0,1257688
10541.0,1257799
10542.0,1257933
10543.0,1258083
10544.0,1258197
10545.0,1258349
10546.0,1258474
10547.0,1258586
10548.0,1258771
10549.0,1258903
10550.0,1259047
10551.0,1259170
10552.0,1259286
10553.0,1259410
10554.0,1259520
10555.0,1259646
10556.0,1259768
10557.0,1259916
10558.0,1260067
10559.0,1260182
10560.0,1260292
10561.0,1260444
10562.0,1260574
10563.0,1260679
10564.0,1260785
10565.0,1260903
10566.0,1261095
10567.0,1261231
10568.0,1261363
10569.0,1261528
10570.0,1261660
10571.0,1261790
10572.0,1261935
10573.0,1262057
10574.0,1262180
10575.0,1262281
10576.0,1262422
10577.0,1262566
10578.0,1262674
10579.0,1262794
10580.0,1262968
10581.0,1263077
10582.0,1263170
10583.0,1263314
10584.0,1263434
10585.0,1263550
10586.0,1263657
10587.0,1263773
10588.0,1263894
10589.0,1264010
10590.0,1264149
10591.0,1264270
10592.0,1264437
10593.0,1264576
10594.0,1264724
10595.0,1264844
10596.0,1264961
10597.0,1265086
10598.0,1265225
10599.0,1265351
10600.0,1265459
10601.0,1265595
10602.0,1265715
10603.0,1265831
10604.0,1265961
10605.0,1266091
10606.0,1266231
10607.0,1266368
10608.0,1266498
10609.0,1266659
10610.0,1266788
10611.0,1266899
10612.0,1267059
10613.0,1267161
10614.0,1267281
10615.0,1267397
10616.0,1267495
10617.0,1267655
10618.0,1267821
10619.0,1267973
10620.0,1268118
10621.0,1268217
10622.0,1268332
10623.0,1268453
10624.0,1268545
10625.0,1268671
10626.0,1268858
10627.0,1268970
10628.0,1269159
10629.0,1269316
10630.0,1269403
10631.0,1269576
10632.0,1269722
10633.0,1269881
10634.0,1269981
10635.0,1270147
10636.0,1270307
10637.0,1270436
10638.0,1270573
10639.0,1270763
10640.0,1270932
10641.0,1271045
10642.0,1271147
10643.0,1271299
10644.0,1271444
10645.0,1271582
10646.0,1271729
10647.0,1271847
10648.0,1272002
10649.0,1272116
10650.0,1272221
10651.0,1272398
10652.0,1272546
10653.0,1272706
10654.0,1272803
10655.0,1272929
10656.0,1273061
10657.0,1273209
10658.0,1273367
10659.0,1273480
10660.0,1273584
10661.0,1273725
10662.0,1273877
10663.0,1273999
10664.0,1274134
10665.0,1274284
10666.0,1274429
10667.0,1274581
10668.0,1274710
10669.0,1274862
10670.0,1274985
10671.0,1275108
10672.0,1275245
10673.0,1275358
10674.0,1275498
10675.0,1275608
10676.0,1275729
10677.0,1275827
10678.0,1275949
10679.0,1276088
10680.0,1276244
10681.0,1276413
10682.0,1276559
10683.0,1276681
10684.0,1276810
10685.0,1276982
10686.0,1277081
10687.0,1277187
10688.0,1277302
10689.0,1277413
10690.0,1277577
10691.0,1277745
10692.0,1277887
10693.0,1278015
10694.0,1278215
10695.0,1278314
10696.0,1278451
10697.0,1278590
10698.0,1278717
10699.0,1278878
10700.0,1279025
10701.0,1279172
10702.0,1279283
10703.0,1279393
10704.0,1279562
10705.0,1279698
10706.0,1279834
10707.0,1279959
10708.0,1280098
10709.0,1280218
10710.0,1280374
10711.0,1280488
10712.0,1280609
10713.0,1280753
10714.0,1280872
10715.0,1280970
10716.0,1281084
10717.0,1281216
10718.0,1281359
10719.0,1281580
10720.0,1281696
10721.0,1281867
10722.0,1281975
10723.0,1282134
10724.0,1282261
10725.0,1282389
10726.0,1282511
10727.0,1282638
10728.0,1282765
10729.0,1282928
10730.0,1283044
10731.0,1283162
10732.0,1283282
10733.0,1283383
10734.0,1283535
10735.0,1283667
10736.0,1283815
10737.0,1283941
10738.0,1284083
10739.0,1284215
10740.0,1284342
10741.0,1284500
10742.0,1284592
10743.0,1284737
10744.0,1284859
10745.0,1284996
10746.0,1285159
10747.0,1285311
10748.0,1285465
10749.0,1285608
10750.0,1285746
10751.0,1285889
10752.0,1286008
10753.0,1286114
10754.0,1286243
10755.0,1286336
10756.0,1286477
10757.0,1286639
10758.0,1286758
10759.0,1286920
10760.0,1287029
10761.0,1287156
10762.0,1287279
10763.0,1287397
10764.0,1287549
10765.0,1287661
10766.0,1287834
10767.0,1287954
10768.0,1288083
10769.0,1288228
10770.0,1288356
10771.0,1288464
10772.0,1288614
10773.0,1288813
10774.0,1288951
10775.0,1289078
10776.0,1289212
10777.0,1289323
10778.0,1289430
10779.0,1289561
10780.0,1289658
10781.0,1289746
10782.0,1289907
10783.0,1290048
10784.0,1290195
10785.0,1290316
10786.0,1290455
10787.0,1290558
10788.0,1290652
10789.0,1290796
10790.0,1290954
10791.0,1291135
10792.0,1291290
10793.0,1291421
10794.0,1291545
10795.0,1291641
10796.0,1291752
10797.0,1291888
10798.0,1292040
10799.0,1292165
10800.0,1292264
10801.0,1292400
10802.0,1292507
10803.0,1292644
10804.0,1292827
10805.0,1292987
10806.0,1293083
10807.0,1293259
10808.0,1293372
10809.0,1293468
10810.0,1293591
10811.0,1293721
10812.0,1293862
10813.0,1293990
10814.0,1294117
10815.0,1294243
10816.0,1294361
10817.0,1294562
10818.0,1294711
10819.0,1294858
10820.0,1295023
10821.0,1295174
10822.0,1295453
10823.0,1295581
10824.0,1295772
10825.0,1295903
10826.0,1296001
10827.0,1296122
10828.0,1296229
10829.0,1296399
10830.0,1296535
10831.0,1296693
10832.0,1296846
10833.0,1296956
10834.0,1297146
10835.0,1297272
10836.0,1297379
10837.0,1297539
10838.0,1297632
10839.0,1297766
10840.0,1297939
10841.0,1298102
10842.0,1298241
10843.0,1298341
10844.0,1298443
10845.0,1298590
10846.0,1298706
10847.0,1298890
10848.0,1299008
10849.0,1299144
10850.0,1299287
10851.0,1299450
10852.0,1299547
10853.0,1299678
10854.0,1299816
10855.0,1299942
10856.0,1300056
10857.0,1300159
10858.0,1300285
10859.0,1300474
10860.0,1300628
10861.0,1300801
10862.0,1300954
10863.0,1301062
10864.0,1301174
10865.0,1301337
10866.0,1301471
10867.0,1301632
10868.0,1301755
10869.0,1301886
10870.0,1302044
10871.0,1302147
10872.0,1302308
10873.0,1302461
10874.0,1302579
10875.0,1302726
10876.0,1302843
10877.0,1302954
10878.0,1303084
10879.0,1303205
10880.0,1303332
10881.0,1303461
10882.0,1303635
10883.0,1303767
10884.0,1303906
10885.0,1304043
10886.0,1304132
10887.0,1304273
10888.0,1304418
10889.0,1304528
10890.0,1304641
10891.0,1304816
10892.0,1305000
10893.0,1305144
10894.0,1305271
10895.0,1305414
10896.0,1305569
10897.0,1305698
10898.0,1305849
10899.0,1305989
10900.0,1306168
10901.0,1306296
10902.0,1306436
10903.0,1306588
10904.0,1306730
10905.0,1306878
10906.0,1307070
10907.0,1307251
10908.0,1307380
10909.0,1307483
10910.0,1307605
10911.0,1307750
10912.0,1307896
10913.0,1308012
10914.0,1308145
10915.0,1308293
10916.0,1308410
10917.0,1308526
10918.0,1308682
10919.0,1308789
10920.0,1308912
10921.0,1309059
10922.0,1309197
10923.0,1309294
10924.0,1309428
10925.0,1309616
10926.0,1309764
10927.0,1309902
10928.0,1310043
10929.0,1310147
10930.0,1310286
10931.0,1310415
10932.0,1310537
10933.0,1310666
10934.0,1310795
10935.0,1310939
10936.0,1311103
10937.0,1311230
10938.0,1311363
10939.0,1311491
10940.0,1311615
10941.0,1311777
10942.0,1311927
10943.0,1312044
10944.0,1312160
10945.0,1312320
10946.0,1312430
10947.0,1312559
10948.0,1312659
10949.0,1312832
10950.0,1312959
10951.0,1313080
10952.0,1313225
10953.0,1313346
10954.0,1313541
10955.0,1313695
10956.0,1313837
10957.0,1313933
10958.0,1314091
10959.0,1314234
10960.0,1314368
10961.0,1314510
10962.0,1314602
10963.0,1314750
10964.0,1314883
10965.0,1314977
10966.0,1315114
10967.0,1315221
10968.0,1315374
10969.0,1315514
10970.0,1315632
10971.0,1315785
10972.0,1315896
10973.0,1316027
10974.0,1316160
10975.0,1316303
10976.0,1316432
10977.0,1316539
10978.0,1316642
10979.0,1316733
10980.0,1316888
10981.0,1317026
10982.0,1317140
10983.0,1317283
10984.0,1317435
10985.0,1317577
10986.0,1317750
10987.0,1317894
10988.0,1318040
10989.0,1318199
10990.0,1318323
10991.0,1318482
10992.0,1318600
10993.0,1318756
10994.0,1318925
10995.0,1319074
10996.0,1319260
10997.0,1319417
10998.0,1319562
10999.0,1319682
11000.0,1319807
11001.0,1319930
11002.0,1320050
11003.0,1320221
11004.0,1320349
11005.0,1320488
11006.0,1320624
11007.0,1320747
11008.0,1320865
11009.0,1320998
11010.0,1321122
11011.0,1321260
11012.0,1321412
11013.0,1321523
11014.0,1321649
11015.0,1321766
11016.0,1321867
11017.0,1321990
11018.0,1322130
11019.0,1322248
11020.0,1322368
11021.0,1322484
11022.0,1322607
11023.0,1322759
11024.0,1322898
11025.0,1323017
11026.0,1323168
11027.0,1323272
11028.0,1323399
11029.0,1323523
11030.0,1323620
11031.0,1323722
11032.0,1323859
11033.0,1324019
11034.0,1324147
11035.0,1324310
11036.0,1324434
11037.0,1324581
11038.0,1324679
11039.0,1324853
11040.0,1324955
11041.0,1325102
11042.0,1325257
11043.0,1325379
11044.0,1325501
11045.0,1325635
11046.0,1325729
11047.0,1325873
11048.0,1325981
11049.0,1326097
11050.0,1326334
11051.0,1326448
11052.0,1326576
11053.0,1326732
11054.0,1326851
11055.0,1326976
11056.0,1327096
11057.0,1327217
11058.0,1327335
11059.0,1327487
11060.0,1327581
11061.0,1327665
11062.0,1327750
11063.0,1327898
11064.0,1328004
11065.0,1328157
11066.0,1328254
11067.0,1328421
11068.0,1328584
11069.0,1328686
11070.0,1328787
11071.0,1328932
11072.0,1329055
11073.0,1329195
11074.0,1329303
11075.0,1329427
11076.0,1329546
11077.0,1329702
11078.0,1329823
11079.0,1329954
11080.0,1330070
11081.0,1330200
11082.0,1330328
11083.0,1330475
11084.0,1330589
11085.0,1330714
11086.0,1330824
11087.0,1330962
11088.0,1331142
11089.0,1331290
11090.0,1331448
11091.0,1331568
11092.0,1331674
11093.0,1331816
11094.0,1331965
11095.0,1332071
11096.0,1332199
11097.0,1332364
11098.0,1332476
11099.0,1332605
11100.0,1332717
11101.0,1332854
11102.0,1333000
11103.0,1333150
11104.0,1333259
11105.0,1333410
11106.0,1333578
11107.0,1333659
11108.0,1333785
11109.0,1333915
11110.0,1334013
11111.0,1334150
11112.0,1334300
11113.0,1334430
11114.0,1334542
11115.0,1334713
11116.0,1334831
11117.0,1334971
11118.0,1335136
11119.0,1335337
11120.0,1335465
11121.0,1335571
11122.0,1335706
11123.0,1335838
11124.0,1335999
11125.0,1336129
11126.0,1336264
11127.0,1336372
11128.0,1336492
11129.0,1336638
11130.0,1336724
11131.0,1336824
11132.0,1336921
11133.0,1337083
11134.0,1337219
11135.0,1337368
11136.0,1337515
11137.0,1337653
11138.0,1337781
11139.0,1337918
11140.0,1338048
11141.0,1338146
11142.0,1338259
11143.0,1338392
11144.0,1338534
11145.0,1338655
11146.0,1338776
11147.0,1338929
11148.0,1339098
11149.0,1339253
11150.0,1339388
11151.0,1339534
11152.0,1339842
11153.0,1339958
11154.0,1340094
11155.0,1340214
11156.0,1340319
11157.0,1340452
11158.0,1340599
11159.0,1340702
11160.0,1340823
11161.0,1340955
11162.0,1341085
11163.0,1341226
11164.0,1341331
11165.0,1341443
11166.0,1341575
11167.0,1341704
11168.0,1341801
11169.0,1341929
11170.0,1342038
11171.0,1342143
11172.0,1342242
11173.0,1342332
11174.0,1342450
11175.0,1342570
11176.0,1342704
11177.0,1342847
11178.0,1342973
11179.0,1343096
11180.0,1343198
11181.0,1343325
11182.0,1343452
11183.0,1343549
11184.0,1343653
11185.0,1343759
11186.0,1343850
11187.0,1343955
11188.0,1344109
11189.0,1344206
11190.0,1344309
11191.0,1344469
11192.0,1344589
11193.0,1344684
11194.0,1344790
11195.0,1344892
11196.0,1344993
11197.0,1345100
11198.0,1345200
11199.0,1345301
11200.0,1345443
11201.0,1345545
11202.0,1345675
11203.0,1345793
11204.0,1345923
11205.0,1346011
11206.0,1346126
11207.0,1346222
11208.0,1346320
11209.0,1346461
11210.0,1346637
11211.0,1346756
11212.0,1346854
11213.0,1347003
11214.0,1347136
11215.0,1347247
11216.0,1347367
11217.0,1347523
11218.0,1347654
11219.0,1347740
11220.0,1347884
11221.0,1348025
11222.0,1348149
11223.0,1348247
11224.0,1348382
11225.0,1348490
11226.0,1348605
11227.0,1348760
11228.0,1348894
11229.0,1349003
11230.0,1349108
11231.0,1349221
11232.0,1349337
11233.0,1349449
11234.0,1349561
11235.0,1349670
11236.0,1349778
11237.0,1349894
11238.0,1350041
11239.0,1350144
11240.0,1350282
11241.0,1350396
11242.0,1350538
11243.0,1350685
11244.0,1350788
11245.0,1350911
11246.0,1351013
11247.0,1351113
11248.0,1351227
11249.0,1351376
11250.0,1351496
11251.0,1351662
11252.0,1351773
11253.0,1351867
11254.0,1351980
11255.0,1352089
11256.0,1352227
11257.0,1352322
11258.0,1352424
11259.0,1352546
11260.0,1352684
11261.0,1352834
11262.0,1352933
11263.0,1353086
11264.0,1353270
11265.0,1353393
11266.0,1353491
11267.0,1353653
11268.0,1353795
11269.0,1353926
11270.0,1354065
11271.0,1354224
11272.0,1354337
11273.0,1354465
11274.0,1354598
11275.0,1354740
11276.0,1354846
11277.0,1354992
11278.0,1355087
11279.0,1355243
11280.0,1355391
11281.0,1355497
11282.0,1355662
11283.0,1355778
11284.0,1355882
11285.0,1356012
11286.0,1356122
11287.0,1356260
11288.0,1356443
11289.0,1356598
11290.0,1356726
11291.0,1356865
11292.0,1357051
11293.0,1357209
11294.0,1357339
11295.0,1357495
11296.0,1357632
11297.0,1357723
11298.0,1357899
11299.0,1357992
11300.0,1358136
11301.0,1358273
11302.0,1358422
11303.0,1358587
11304.0,1358743
11305.0,1358882
11306.0,1359033
11307.0,1359159
11308.0,1359278
11309.0,1359392
11310.0,1359563
11311.0,1359704
11312.0,1359900
11313.0,1360022
11314.0,1360186
11315.0,1360298
11316.0,1360453
11317.0,1360580
11318.0,1360719
11319.0,1360870
11320.0,1361012
11321.0,1361124
11322.0,1361224
11323.0,1361349
11324.0,1361482
11325.0,1361668
11326.0,1361819
11327.0,1361939
11328.0,1362087
11329.0,1362215
11330.0,1362344
11331.0,1362492
11332.0,1362598
11333.0,1362741
11334.0,1362853
11335.0,1363001
11336.0,1363131
11337.0,1363287
11338.0,1363444
11339.0,1363575
11340.0,1363697
11341.0,1363828
11342.0,1363954
11343.0,1364093
11344.0,1364196
11345.0,1364355
11346.0,1364498
11347.0,1364628
11348.0,1364790
11349.0,1364926
11350.0,1365062
11351.0,1365241
11352.0,1365368
11353.0,1365497
11354.0,1365665
11355.0,1365790
11356.0,1365920
11357.0,1366051
11358.0,1366205
11359.0,1366332
11360.0,1366472
11361.0,1366582
11362.0,1366712
11363.0,1366845
11364.0,1366984
11365.0,1367113
11366.0,1367258
11367.0,1367434
11368.0,1367614
11369.0,1367749
11370.0,1367888
11371.0,1368014
11372.0,1368131
11373.0,1368264
11374.0,1368382
11375.0,1368548
11376.0,1368687
11377.0,1368800
11378.0,1368974
11379.0,1369071
11380.0,1369187
11381.0,1369335
11382.0,1369477
11383.0,1369624
11384.0,1369787
11385.0,1369925
11386.0,1370072
11387.0,1370186
11388.0,1370286
11389.0,1370415
11390.0,1370551
11391.0,1370709
11392.0,1370821
11393.0,1370985
11394.0,1371103
11395.0,1371215
11396.0,1371354
11397.0,1371501
11398.0,1371684
11399.0,1371813
11400.0,1371952
11401.0,1372120
11402.0,1372269
11403.0,1372402
11404.0,1372527
11405.0,1372697
11406.0,1372805
11407.0,1372923
11408.0,1373046
11409.0,1373213
11410.0,1373349
11411.0,1373509
11412.0,1373653
11413.0,1373783
11414.0,1373985
11415.0,1374139
11416.0,1374283
11417.0,1374436
11418.0,1374584
11419.0,1374694
11420.0,1374839
11421.0,1374993
11422.0,1375112
11423.0,1375263
11424.0,1375369
11425.0,1375473
11426.0,1375610
11427.0,1375763
11428.0,1375906
11429.0,1376078
11430.0,1376215
11431.0,1376317
11432.0,1376566
11433.0,1376695
11434.0,1376829
11435.0,1376961
11436.0,1377130
11437.0,1377252
11438.0,1377421
11439.0,1377570
11440.0,1377700
11441.0,1377843
11442.0,1378024
11443.0,1378148
11444.0,1378280
11445.0,1378410
11446.0,1378554
11447.0,1378689
11448.0,1378795
11449.0,1378912
11450.0,1379060
11451.0,1379160
11452.0,1379264
11453.0,1379416
11454.0,1379536
11455.0,1379682
11456.0,1379806
11457.0,1379934
11458.0,1380037
11459.0,1380193
11460.0,1380330
11461.0,1380459
11462.0,1380567
11463.0,1380704
11464.0,1380860
11465.0,1380979
11466.0,1381116
11467.0,1381293
11468.0,1381432
11469.0,1381618
11470.0,1381760
11471.0,1381914
11472.0,1382055
11473.0,1382179
11474.0,1382335
11475.0,1382465
11476.0,1382614
11477.0,1382800
11478.0,1382942
11479.0,1383075
11480.0,1383232
11481.0,1383367
11482.0,1383473
11483.0,1383623
11484.0,1383729
11485.0,1383875
11486.0,1384029
11487.0,1384163
11488.0,1384330
11489.0,1384472
11490.0,1384582
11491.0,1384761
11492.0,1384891
11493.0,1384996
11494.0,1385118
11495.0,1385298
11496.0,1385441
11497.0,1385602
11498.0,1385718
11499.0,1385896
11500.0,1385997
11501.0,1386158
11502.0,1386320
11503.0,1386432
11504.0,1386577
11505.0,1386703
11506.0,1386850
11507.0,1387011
11508.0,1387180
11509.0,1387326
11510.0,1387448
11511.0,1387548
11512.0,1387667
11513.0,1387776
11514.0,1387878
11515.0,1388027
11516.0,1388140
11517.0,1388245
11518.0,1388406
11519.0,1388516
11520.0,1388687
11521.0,1388834
11522.0,1388958
11523.0,1389082
11524.0,1389204
11525.0,1389349
11526.0,1389469
11527.0,1389556
11528.0,1389687
11529.0,1389810
11530.0,1389913
11531.0,1390047
11532.0,1390152
11533.0,1390295
11534.0,1390470
11535.0,1390586
11536.0,1390710
11537.0,1390811
11538.0,1390909
11539.0,1391085
11540.0,1391226
11541.0,1391384
11542.0,1391496
11543.0,1391603
11544.0,1391794
11545.0,1391889
11546.0,1392030
11547.0,1392195
11548.0,1392389
11549.0,1392530
11550.0,1392646
11551.0,1392743
11552.0,1392961
11553.0,1393099
11554.0,1393233
11555.0,1393385
11556.0,1393507
11557.0,1393609
11558.0,1393743
11559.0,1393918
11560.0,1394063
11561.0,1394207
11562.0,1394363
11563.0,1394495
11564.0,1394640
11565.0,1394787
11566.0,1394945
11567.0,1395049
11568.0,1395213
11569.0,1395360
11570.0,1395460
11571.0,1395592
11572.0,1395713
11573.0,1395850
11574.0,1395985
11575.0,1396139
11576.0,1396230
11577.0,1396378
11578.0,1396522
11579.0,1396669
11580.0,1396791
11581.0,1396972
11582.0,1397099
11583.0,1397235
11584.0,1397385
11585.0,1397547
11586.0,1397686
11587.0,1397805
11588.0,1397903
11589.0,1398072
11590.0,1398212
11591.0,1398409
11592.0,1398507
11593.0,1398595
11594.0,1398768
11595.0,1398898
11596.0,1399002
11597.0,1399134
11598.0,1399238
11599.0,1399393
11600.0,1399533
11601.0,1399685
11602.0,1399818
11603.0,1399965
11604.0,1400061
11605.0,1400217
11606.0,1400343
11607.0,1400482
11608.0,1400570
11609.0,1400693
11610.0,1400854
11611.0,1400952
11612.0,1401106
11613.0,1401232
11614.0,1401328
11615.0,1401492
11616.0,1401655
11617.0,1401784
11618.0,1401905
11619.0,1402051
11620.0,1402175
11621.0,1402339
11622.0,1402497
11623.0,1402641
11624.0,1402797
11625.0,1402951
11626.0,1403100
11627.0,1403225
11628.0,1403372
11629.0,1403488
11630.0,1403636
11631.0,1403796
11632.0,1403908
11633.0,1404045
11634.0,1404183
11635.0,1404280
11636.0,1404431
11637.0,1404641
11638.0,1404782
11639.0,1404911
11640.0,1405072
11641.0,1405238
11642.0,1405347
11643.0,1405503
11644.0,1405705
11645.0,1405801
11646.0,1405944
11647.0,1406097
11648.0,1406244
11649.0,1406332
11650.0,1406490
11651.0,1406590
11652.0,1406687
11653.0,1406822
11654.0,1406929
11655.0,1407064
11656.0,1407233
11657.0,1407358
11658.0,1407515
11659.0,1407694
11660.0,1407833
11661.0,1407985
11662.0,1408134
11663.0,1408267
11664.0,1408412
11665.0,1408547
11666.0,1408736
11667.0,1408884
11668.0,1409037
11669.0,1409147
11670.0,1409321
11671.0,1409482
11672.0,1409625
11673.0,1409775
11674.0,1409909
11675.0,1410037
11676.0,1410129
11677.0,1410273
11678.0,1410428
11679.0,1410544
11680.0,1410662
11681.0,1410793
11682.0,1410967
11683.0,1411089
11684.0,1411259
11685.0,1411370
11686.0,1411471
11687.0,1411605
11688.0,1411771
11689.0,1411875
11690.0,1412007
11691.0,1412145
11692.0,1412280
11693.0,1412384
11694.0,1412481
11695.0,1412611
11696.0,1412733
11697.0,1412857
11698.0,1412970
11699.0,1413084
11700.0,1413221
11701.0,1413406
11702.0,1413568
11703.0,1413700
11704.0,1413861
11705.0,1413983
11706.0,1414088
11707.0,1414252
11708.0,1414350
11709.0,1414454
11710.0,1414588
11711.0,1414710
11712.0,1414878
11713.0,1415036
11714.0,1415190
11715.0,1415309
11716.0,1415454
11717.0,1415625
11718.0,1415749
11719.0,1415903
11720.0,1416046
11721.0,1416166
11722.0,1416264
11723.0,1416460
11724.0,1416627
11725.0,1416796
11726.0,1416915
11727.0,1417059
11728.0,1417223
11729.0,1417364
11730.0,1417489
11731.0,1417608
11732.0,1417738
11733.0,1417877
11734.0,1418046
11735.0,1418176
11736.0,1418377
11737.0,1418521
11738.0,1418660
11739.0,1418816
